cp_id,cp_county,oss_id,centroid_lat,centroid_lon,anchor_phrase_raw,anchor_type,anchor_feature_name,gnis_name,gnis_class,gnis_county,anchor_quality,anchor_lat,anchor_lon,match_score,ambiguity_flag,exclude_reason,confidence,name_sim,raw_sim,acreage,year_cp,year_oss,cp_name,oss_name,cp_raw,oss_raw,anchor_phrase,manual_bad,manual_lat,manual_lon,coord_source,final_lat,final_lon,final_d_km
II_10_1721,Henrico,6052,37.700332663122,-77.81523328186262,mouth of Horsepen Creek,mouth,Horsepen Creek,Horsepen Creek,Stream,Goochland,estimated_downstream,37.42403800024351,-77.72055000021936,100.0,0,far_centroid_32km,96.03174603174602,100.0,92.1,472.0,1717,1717,Amos Lead (lad),Amos Lead,"AMOS LEAD (Lad), 472 acs. (N.
L.), Henrico Co; N. side of James Riv;
on E. side of the N, br. of Beaverdam
€z., at the mouth of Horsepen Cr; adj.
his own land; 22 Jan. 1717, p. 347.
50 Shill,",472a Henrico/ Beaverdam Ck Horsepen Br,mouth of Horsepen Creek,,,,auto,37.42403800024351,-77.72055000021936,31.78600950894406
II_14_5031,Hanover,7529,37.87269778992111,-77.89135498690776,Fork of Cubb Creek,fork,Cubb Creek,Cub Creek,Stream,Louisa,estimated_fork,37.86486479955926,-77.8747170999801,94.73684210526316,0,,96.0,100.0,92.0,400.0,1731,1731,Marmaduke Kimbrow,Marmaduke Kimbrow,"MARMADUKE KIMBROW, 400 acs.
(N .L.), Hanover Co; on both sides
the S, fork of Cubb Cr., on N. side the
South Anna Riv; adj. Capt. Clark &
William Harris; 25 Aug. 1731, p. 213.
40 Shill.",400a on both sides the S Fork of Cub Creek on the N side the S Anna adj Capt Clark & William Harris,Fork of Cubb Creek,,,,auto,37.86486479955926,-77.8747170999801,1.7026514261094357
II_14_5008,Hanover,7511,37.846679201633904,-77.834129572037,head of Owens' Branch,head,Owens' Branch,Owens Branch,Stream,Patrick,,36.6233333004447,-80.57333329995794,100.0,2,outside_county,95.6140350877193,100.0,91.2,400.0,1731,1731,Edward Rice,Edward Rice,"EDWARD RICE, 400 acs. (N. L.),
Hanover Co; adj. Mr, Richard Phillips,
Col. Thomas Jones & Capt. George
Dabney; on head of Owens’ Br; 26
June 1731, p..192. 40 Shill.",400a adj Richard Phillips Colonel Thomas Jones Capt George Dabney,head of Owens' Branch,,,,auto,36.6233333004447,-80.57333329995794,278.3980266996466
II_12_3109,Hanover,7425,38.01357214443895,-77.74027786186949,mouth of Elk Creek,mouth,Elk Creek,Elk Creek,Stream,Louisa,estimated_downstream,38.00472220038381,-77.86555559999431,100.0,0,,95.45454545454544,100.0,90.9,1000.0,1725,1725,William Macghee,William Macghee,"WILLIAM MACGHEE, of King
Wm. Co; 1000 acs. (N. L.). Hanover
Co; on both sides Gr. Rockey Creek, &
on S. side the North Anna (Riv.); beg.
at Capt. Martin's; to John Ragland’s
cor., near mouth of Elk Cr; on N, side
of Plumbtree Br; 17 Aug. 1725, p. 242.
5 Lbs., Money,",1000a on both sides Great Rockey Creek & S side N Anna,mouth of Elk Creek,False,37.978083,-77.75903,manual,37.978083,-77.75903,4.269672969935053
II_14_5316,Hanover,7554,38.01899109666185,-77.76830502323693,Fork of Elk Creek,fork,Elk Creek,Elk Creek,Stream,Louisa,estimated_fork,38.02291620035561,-77.75138040017151,100.0,0,,95.37037037037037,100.0,90.7,400.0,1732,1732,Thomas Carr,Thomas Carr,"THOMAS CARR, GENT., of Caroline Co; 400 acs. (Lapsed L.), Hanover
Co; on both sides the §. & N, forks of
Elk Cr; adj. John Ragland; down Plum
Tree Br; 1 July 1732, p. 456. Granted
William Overton, 7 Jan, 1725, on condition of seatihg, &c. 40 Shill.",400a on both sides the S & N Forks of Elk Creek adj John Ragland,Fork of Elk Creek,,,,auto,38.02291620035561,-77.75138040017151,1.5486541573100754
II_11_2349,Hanover,7382,37.91421332573445,-77.9410877303071,Fork of the South Anna,fork,the South Anna,,,,,,,,2,low_similarity,95.23809523809524,100.0,90.5,400.0,1722,1722,Nicholas Meriwether,Nicholas Meriwether,"NICHOLAS MERIWETHER, 400
acs. (N. L.), Hanover Co; at the fork
of the South Anna (Riv.); adj, Christopher Clark; 18 Feb, 1722, p. 161.
40 Shill.",400a at the fork of the S Anna,Fork of the South Anna,,,,none,,,
II_11_2676,Hanover,6616,37.7546836091613,-77.78953888821195,head of Narrow Neck Creek,head,Narrow Neck Creek,Marrowbone Creek,Stream,Henry,,36.61347110046,-79.82253740008167,78.78787878787878,2,outside_county,95.16129032258064,100.0,90.3,400.0,1723,1723,John Mcquerry,John Mcquerry,"JOHN McQUERRY, of New Kent
Co; 400 acs. (N. L.), Hanover Co; on
head of Narrow Neck Creek; adj. Wilae Bourne; 20 Feb. 1723, p. 326. 40
U1,",400a on the Head of Narrow Neck Creek,head of Narrow Neck Creek,,,,auto,36.61347110046,-79.82253740008167,220.51192450647503
II_13_4054,Surry,10793,36.98256488521135,-76.94512707090152,head of Coppahonk Branch,head,Coppahonk Branch,Coon Branch,Stream,Dickenson,,37.038160999800766,-82.35514570031722,81.4814814814815,2,outside_county,95.1219512195122,100.0,90.2,150.0,1727,1727,William Atkeison,William Atkeison Junr Of Surry County,"WILLIAM ATKEISON, JUNR., 150
acs. (N. L.), Surry Co; S. side the main
Blackwater Sw; on NE side of Gregory’s
Br., in his own line; to head of Coppahonk Branch; 13 Oct. 1727, p. 255.+ 15
Shill.",150a on S side Main Blackwater Swamp in Surry Co.,head of Coppahonk Branch,,,,auto,37.038160999800766,-82.35514570031722,481.46407930122126
II_12_3333,Hanover,7408,37.98726346183935,-77.80679516289757,Fork of Elk Creek,fork,Elk Creek,Elk Creek,Stream,Louisa,estimated_fork,38.02291620035561,-77.75138040017151,100.0,0,,94.87179487179486,100.0,89.7,1000.0,1725,1725,James Nuckolls,James Nuckolls Junr,"JAMES NUCKOLLS, JUNR., 1000
acs, (N. L.), Hanover Co; on both
sides of Overton’s fork of Elk Cr; adj.
Mr, Dickason’s land; 24 Mar. 1725, p.
384. 5 Lbs. Money.",1000a on both sides Overton's Fork of Elk Creek,Fork of Elk Creek,,,,auto,38.02291620035561,-77.75138040017151,6.272717037837281
II_13_4464,Hanover,15,38.093557720862194,-78.44789299831095,Fork of James River,fork,James River,James River,Stream,Nelson,estimated_fork,37.50014710012533,-77.42164909964168,100.0,0,far_centroid_112km,94.73684210526316,100.0,89.5,400.0,1730,1730,Thomas Carr,Thomas Carr Of Caroline County,"THOMAS CARR, GENT., of Caroline Co; 400 acs. (N. L.), Hanover
Co; on both sides the N. fork of James
River, adj. Major Carr’s line; 6 June
1730, p. 446. 40 Shill.",400a on both sides of the N ffork of James River,Fork of James River,,,,auto,37.50014710012533,-77.42164909964168,111.83633376912981
II_12_3338,Hanover,7412,37.90808188022465,-77.81636891754484,Fork of Hickory Bear Creek,fork,Hickory Bear Creek,Hickory Creek,Stream,Campbell,,37.11764269967739,-78.95973730037923,83.87096774193549,2,outside_county,94.6153846153846,100.0,89.2,400.0,1725,1725,Benjamin Cook,Benjamin Cook,"BENJAMIN COOK, 400 acs. (N.
L.), Hanover Co; on S. fork of Hickory
Bear Creek; in line of the Orphan of
Owcns; 24 Mar. 1725, p. 388. 40 Shill.",400a on the S fork of Hickory Bear Crek,Fork of Hickory Bear Creek,,,,auto,37.11764269967739,-78.95973730037923,133.8433052063903
II_14_5054,Hanover,7528,37.9066322140055,-77.89044572837949,Fork of Cubb Creek,fork,Cubb Creek,Cub Creek,Stream,Louisa,estimated_fork,37.86486479955926,-77.8747170999801,94.73684210526316,0,,94.44444444444444,100.0,88.9,400.0,1731,1731,Thomas Rice,Thomas Rice,"THOMAS RICE, 400 acs. (N. L.),
Hanover Co; on both sides the S. fork
of Cubb Cr; 25 Aug. 1731, p. 231. 40
Shill.",400a on both sides the S Fork of Cubb Creek,Fork of Cubb Creek,,,,auto,37.86486479955926,-77.8747170999801,4.838016999496197
II_14_5099,,9746,36.6723872483229,-77.07601435766469,mouth of Carter's Branch,mouth,Carter's Branch,Carter Branch,Stream,Vance,exact,36.56847569948815,-78.4133311001857,100.0,0,,94.44444444444444,100.0,88.9,190.0,1731,1731,Thomas Jarrel,Thomas Jarrel Of Isle Of Wight Co.,"THOMAS JARREL, 190 acs. (N.
L.), Is. of Wight’Co; on S. side of
Nottoway Riv., & on both sides of
Toquothonta Sw at mouth of Carter's
Br; adj. Thomas Carter; Capt. John
Edwards; Henry Flowers; & his own
land; 25 Aug. 1731, p. 280. 20 Shill.",190a S side Nottoway River & both sides Toquothonta Sw. sd Co.,mouth of Carter's Branch,True,,,bad,36.56847569948815,-78.4133311001857,120.1793438088521
II_10_2005,Essex,10295,38.3694249392596,-77.65239877237255,mouth of Hunting Run,mouth,Hunting Run,Hunting Run,Stream,Spotsylvania,,38.31916669989573,-77.68583330027326,100.0,2,outside_county,94.30379746835445,100.0,88.6,470.0,1719,1719,Robert Slaughter,Robert Slaughter Of St. Maryes Par. Essex Co.,"ROBERT SLAUGHTER, 470 acs.
(N. L.), Essex Co., in St. Mary’s Par;
on §. side of the Rapidanna River; a
little above the mouth of Hunting Run;
20 Feb. 1719, p. 456. 50 Shill.",470a S side of the Rapidanna Riv. in the par. & Co. afsd,mouth of Hunting Run,,,,auto,38.31916669989573,-77.68583330027326,6.298115335416708
II_10_1926,Henrico,6058,37.5969956326424,-77.63234202975713,mouth of Deep Run,mouth,Deep Run,Deep Run,Stream,Henrico,estimated_downstream,37.45861110018984,-77.28416669985506,100.0,0,far_centroid_34km,94.14414414414416,100.0,88.3,223.0,1718,1718,Edward Hatcher,Edward Hatcher Junr.,"EDWARD HATCHER, JUNR., 223
acs, (N. L.), Henrico Co; on both sides
of Tuckahoe main Cr., on N. side of
James River; beg. in line of Mr. Clarke;
to mouth of Deep Run; on line of Wm.
Burston; 22 Jan. 1718, p. 411. 25 Shill.",223a both sides of Tuckahoe Main Creek N side of James River in HECo.,mouth of Deep Run,,,,auto,37.45861110018984,-77.28416669985506,34.395727716380634
II_14_5140,Hanover,7505,38.10725283799815,-77.91390611845692,mouth of Tomahawk Swamp,mouth,Tomahawk Swamp,,,,,,,,2,low_similarity,94.08602150537637,100.0,88.2,400.0,1731,1731,Robert Tate,Robert Tate,"ROBERT TATE, 400 acs, (N. L.),
Hanover Co; S, side the Northanna Riv.,
on both sides of Christopher’s Run.,
adj. Robert Hester; to mouth of Tomahawk Swamp; 25 Aug. 1731, p. 322.
40 Shill.",400a on the S side the N Anna and on both sides Tomahawk Swamp,mouth of Tomahawk Swamp,,,,none,,,
II_14_5057,Hanover,6758,37.7962229473312,-77.77399574654248,head of Tarapin Swamp,head,Tarapin Swamp,Terrapin Swamp,Stream,Southampton,,36.96348329991668,-76.85690420051827,88.88888888888889,2,outside_county,94.0,100.0,88.0,400.0,1731,1731,Thomas Henderson,Thomas Henderson,"THOMAS HENDERSON, 400 acs.
(N. L.), Hanover Co; adj. Matthew
Sims, Mr. George Alves. John Mickie,
Col. Thomas Jones, Mr. James WhitJock, & John Bunch; by head of Tarapin
Sw; 25 Aug. 1731, p. 233. 40 Shill.","400a adj Matthew Sims, George Alves, John Michie, Col Thomas Jones Mr James Whitlock John Bunch",head of Tarapin Swamp,,,,auto,36.96348329991668,-76.85690420051827,123.03935805343734
II_12_3096,Hanover,7428,38.0165861863035,-77.79829768857162,Fork of Elk Creek,fork,Elk Creek,Elk Creek,Stream,Louisa,estimated_fork,38.02291620035561,-77.75138040017151,100.0,0,,93.97081413210446,90.3,97.6,1000.0,1725,1725,Thomas Dickason,Thomas Dickinson,"THOMAS DICKASON, of King
Wm. Co; 1000 acs. (N, L.), Hanover
Co; on both sides of Overton’s fork of
Elk Creek; beg. at Mr. Overton's; to
Mr. William Winston & Ambrose
Joshua Smith; to Capt. Carr’s; & John
Ragland’s land; 17 Aug. 1725. p. 234.
5 Lbs. Money.
‘SAME, 1000 acs, (N. L.): same location, & date, p. 235. On bath sides
the main (run 2) of Gr. Rockey
Cr, &c. 5 Lbs. Money.",1000a on both sides Overton's fork of Elk Creek,Fork of Elk Creek,,,,auto,38.02291620035561,-77.75138040017151,4.179240055210127
